@relation OPENJPA_2_TestingSet.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
62,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
35,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
1848,57,11.4,17,31,6.2,10,88,17.6,27,26,5.2,14,5,2,3,NO
348,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
130,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
137,18,9.0,13,10,5.0,10,28,14.0,23,8,4.0,5,2,0,2,NO
52,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
280,13,6.5,13,14,7.0,10,27,13.5,23,7,3.5,4,2,0,2,NO
277,24,12.0,13,11,5.5,10,35,17.5,23,13,6.5,10,2,0,2,NO
364,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,YES
92,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
305,15,7.5,13,12,6.0,10,27,13.5,23,3,1.5,3,2,0,2,NO
460,22,7.333333333333333,13,12,4.0,10,34,11.333333333333334,23,10,3.3333333333333335,5,3,1,2,NO
145,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
235,17,8.5,13,14,7.0,10,31,15.5,23,3,1.5,3,2,0,2,NO
427,22,11.0,13,21,10.5,11,43,21.5,23,5,2.5,3,2,0,2,NO
527,19,9.5,13,17,8.5,10,36,18.0,23,4,2.0,3,2,0,2,NO
556,99,19.8,57,104,20.8,94,203,40.6,151,69,13.8,37,5,2,2,YES
107,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
67,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
638,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
43,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
89,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
67,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
62,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
41,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
126,28,14.0,15,13,6.5,10,41,20.5,23,15,7.5,12,2,0,2,NO
74,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
69,79,39.5,66,10,5.0,10,89,44.5,66,69,34.5,66,2,0,2,NO
82,14,7.0,13,11,5.5,10,25,12.5,23,3,1.5,3,2,0,1,NO
257,25,8.333333333333334,13,14,4.666666666666667,10,39,13.0,23,11,3.6666666666666665,7,3,0,2,NO
68,78,39.0,65,10,5.0,10,88,44.0,65,68,34.0,65,2,0,2,NO
53,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
152,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
230,54,10.8,38,51,10.2,33,105,21.0,39,77,15.4,37,5,0,4,NO
69,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
64,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
30,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
88,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
65,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
62,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
132,14,7.0,13,13,6.5,10,27,13.5,23,5,2.5,3,2,0,2,NO
54,15,7.5,13,13,6.5,10,28,14.0,23,4,2.0,3,2,0,1,NO
48,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,56,28.0,43,10,5.0,10,66,33.0,43,46,23.0,43,2,1,1,NO
40,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,56,28.0,43,10,5.0,10,66,33.0,43,46,23.0,43,2,1,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,YES
65,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
54,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
201,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
141,42,10.5,24,20,5.0,10,62,15.5,29,24,6.0,19,4,0,3,YES
61,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
90,29,7.25,13,188,47.0,172,217,54.25,182,171,42.75,162,4,0,2,NO
61,14,7.0,13,11,5.5,10,25,12.5,23,3,1.5,3,2,0,2,NO
35,45,22.5,32,10,5.0,10,55,27.5,32,35,17.5,32,2,0,2,NO
36,16,8.0,13,14,7.0,10,30,15.0,23,4,2.0,3,2,0,2,NO
42,24,12.0,13,22,11.0,12,46,23.0,23,4,2.0,3,2,0,2,NO
471,481,240.5,468,10,5.0,10,491,245.5,468,471,235.5,468,2,0,2,NO
34,14,7.0,13,11,5.5,10,25,12.5,23,3,1.5,3,2,0,2,NO
116,40,20.0,27,43,21.5,33,83,41.5,60,9,4.5,6,2,0,2,NO
1634,1593,144.8181818181818,1269,254,23.09090909090909,153,1847,167.9090909090909,1422,1339,121.72727272727273,1116,11,0,2,YES
47,27,13.5,14,20,10.0,10,47,23.5,24,7,3.5,4,2,0,2,NO
285,295,147.5,282,10,5.0,10,305,152.5,282,285,142.5,282,2,0,2,NO
94,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
36,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
195,48,16.0,32,15,5.0,10,63,21.0,34,33,11.0,30,3,0,3,NO
67,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
53,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
115,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
59,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
54,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
65,15,7.5,13,10,5.0,10,25,12.5,23,5,2.5,3,2,1,1,NO
196,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
75,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
70,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
226,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
985,126,15.75,52,136,17.0,52,262,32.75,96,40,5.0,16,8,0,4,YES
55,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
607,145,24.166666666666668,37,65,10.833333333333334,26,210,35.0,49,112,18.666666666666668,35,6,0,3,NO
74,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
70,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
41,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
74,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
87,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
132,32,10.666666666666666,16,16,5.333333333333333,10,48,16.0,23,16,5.333333333333333,12,3,0,2,NO
211,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
148,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
125,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
371,63,31.5,50,14,7.0,10,77,38.5,54,49,24.5,46,2,0,2,NO
143,85,42.5,72,11,5.5,10,96,48.0,73,74,37.0,71,2,1,1,NO
68,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
373,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,YES
32,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
91,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
170,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
36,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
153,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
103,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
794,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
589,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,YES
120,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
772,783,391.5,770,780,390.0,770,1563,781.5,1540,3,1.5,3,2,0,2,NO
456,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
670,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
272,14,14.0,14,11,11.0,11,25,25.0,25,3,3.0,3,1,0,1,NO
161,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
295,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
89,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
1290,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
92,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
270,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
140,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
115,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
130,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
111,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
32,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
51,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
355,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
92,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
193,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
94,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
327,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
103,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
187,16,8.0,13,11,5.5,10,27,13.5,23,5,2.5,3,2,0,2,NO
614,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
177,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
79,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
162,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,YES
52,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
59,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
108,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
87,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
74,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
98,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
56,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
58,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
42,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
76,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
678,17,8.5,13,14,7.0,10,31,15.5,23,3,1.5,3,2,0,2,NO
350,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
141,26,13.0,13,19,9.5,10,45,22.5,23,7,3.5,4,2,0,2,NO
147,17,8.5,13,20,10.0,10,37,18.5,23,9,4.5,6,2,0,2,NO
50,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
187,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
96,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
116,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
48,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
197,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
123,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
90,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
230,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
235,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
132,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
56,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
77,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
95,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
111,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
114,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
41,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
175,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
149,19,9.5,13,14,7.0,10,33,16.5,23,5,2.5,3,2,0,2,NO
65,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
33,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
167,14,14.0,14,11,11.0,11,25,25.0,25,3,3.0,3,1,0,1,NO
30,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
584,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
59,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
270,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
703,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
261,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
95,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
300,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
262,16,8.0,13,10,5.0,10,26,13.0,23,6,3.0,3,2,0,2,YES
628,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
257,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
54,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
208,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
136,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
53,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
201,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
145,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
52,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
50,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
56,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
198,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
99,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
332,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
224,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
70,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
50,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
141,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
173,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
50,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
848,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
941,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
110,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
503,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
44,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
1060,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
132,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
203,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
385,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
951,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
360,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
159,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
97,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
282,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
48,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
201,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
856,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
558,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
346,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
151,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
40,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
278,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
80,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
46,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
137,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
134,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
1338,54,9.0,27,43,7.166666666666667,18,97,16.166666666666668,33,39,6.5,21,6,1,4,YES
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
50,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
31,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
46,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
42,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
52,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
45,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
49,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
32,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
46,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
74,84,42.0,71,10,5.0,10,94,47.0,71,74,37.0,71,2,0,2,NO
138,57,14.25,36,36,9.0,24,93,23.25,36,57,14.25,36,4,0,2,NO
117,30,7.5,13,18,4.5,10,48,12.0,23,12,3.0,9,4,0,2,NO
100,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
46,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
90,14,7.0,13,10,5.0,10,24,12.0,23,4,2.0,3,2,0,2,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
31,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
48,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
196,77,11.0,24,46,6.571428571428571,18,123,17.571428571428573,27,63,9.0,21,7,1,4,NO
70,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
44,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
51,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
54,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
919,95,19.0,58,33,6.6,17,128,25.6,60,86,17.2,56,5,0,5,YES
702,35,11.666666666666666,21,15,5.0,10,50,16.666666666666668,25,20,6.666666666666667,17,3,0,3,YES
50,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
47,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
1629,35,7.0,13,24,4.8,10,59,11.8,23,11,2.2,5,5,0,4,YES
116,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
41,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
40,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
40,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
110,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
326,27,6.75,13,20,5.0,10,47,11.75,23,7,1.75,3,4,2,3,NO
64,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
1130,1352,169.0,1109,1224,153.0,1108,2576,322.0,2217,128,16.0,106,8,3,4,NO
110,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
77,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
114,21,7.0,13,14,4.666666666666667,10,35,11.666666666666666,23,7,2.3333333333333335,4,3,0,2,NO
40,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
44,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
55,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
282,14,7.0,13,11,5.5,10,25,12.5,23,3,1.5,3,2,0,2,NO
256,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
61,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
83,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
116,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
39,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
38,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
37,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
106,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
81,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
110,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
110,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
948,31,15.5,18,10,5.0,10,41,20.5,23,21,10.5,18,2,0,1,NO
109,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
475,33,16.5,20,11,5.5,10,44,22.0,23,22,11.0,19,2,0,2,NO
216,15,7.5,13,11,5.5,10,26,13.0,23,4,2.0,3,2,0,2,NO
110,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
109,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
259,25,6.25,13,12,3.0,10,37,9.25,23,13,3.25,10,4,1,2,YES
112,13,13.0,13,10,10.0,10,23,23.0,23,3,3.0,3,1,0,1,NO
304,17,5.666666666666667,13,13,4.333333333333333,10,30,10.0,23,4,1.3333333333333333,3,3,0,3,NO
457,67,16.75,33,18,4.5,10,85,21.25,33,49,12.25,33,4,1,3,NO
535,35,17.5,22,14,7.0,10,49,24.5,26,21,10.5,18,2,0,2,YES
